rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[  70.97749701 -149.28246368 -149.28246368   46.29470949   46.29470949
   -9.14750994   70.97749701 -149.28246368   46.29470949   -9.14750994
   46.29470949   -9.14750994   70.97749701 -149.28246368 -149.28246368
  -74.37640492   70.97749701   46.29470949   -9.14750994]","[-224.96839886  -90.46122425  -58.60977204   -9.58156834 -240.78581766
  -88.62721374 -225.05406684  -49.17577582  -91.7290678   -54.08795092
 -225.05406684   22.9575871   -23.31425794  -37.42810681 -201.04537124
  -44.58445748  -25.63242235  -46.99028148   52.61736086]","[  59.93504091 -120.90686108  -86.9733998    62.55410684 -102.65538151
   50.27148316 -143.64481476  -68.96778728 -114.39812244   17.94693632
  -82.31694638   -8.27703695  -35.51052219  -86.9733998   -85.71930199
 -127.57026235  -24.76515179   80.46999752   29.1044951 ]","[  10.35790694 -118.25328684  -41.71564939   52.15822433   73.85630924
  -87.10565407  -55.04585776  -45.98642441 -212.42129088 -110.50181273
   23.12369372 -110.61576912  -23.66305834  -94.32103075  122.92216845
 -108.51936495  -74.44482458 -121.25272325  -44.67256059]","[-102.6920571   -16.52936199 -127.13349224  -60.77925517    5.45423528
  -29.86886738 -171.66659375  -80.94908116  -37.73280917 -171.66659375
 -161.25263608  -55.02301088   42.40991469  -81.60006341  -28.80607077
  -60.11815768   75.78156095 -168.31622657 -101.65399741]","[  -8.96531582   -2.48950438 -136.14210009 -101.7837182    22.77382787
 -136.14210009  -43.1957536   -45.80693274   -9.93115481   14.71571279
  -86.99544379 -177.81312683  -71.38156561  -91.03803632  -27.54671829
 -174.79164854 -118.46631498  -74.79630047 -204.9903956 ]","[-144.9145858  -228.37320304 -131.06797732 -123.44141914  -38.96659409
   35.71004883 -137.72462962 -179.7968897   -76.3983457   -98.11891972
  -55.03493307  -90.81901927  -76.29129314  -24.03725737 -111.50205254
 -134.56968576  -10.33103335   14.57258566 -118.86318137]"
"[-105.43734481  -19.33595203 -177.11880449 -105.43734481  -19.33595203
    8.35351878    8.35351878  -36.95207718    8.35351878  -36.95207718
    8.35351878  -36.95207718    8.35351878  -36.95207718 -105.43734481
 -105.43734481  -19.33595203 -105.43734481  -19.33595203]","[ -27.31346196  -34.70119069   40.95356718 -113.43158918 -163.99891038
  220.49397202 -215.26971792  143.485609     -2.35070183  -68.8896243
  -12.31240176   51.00594099  -27.38112704  -96.21562536  -27.38112704
  -85.02602848   44.17096698  -61.55784281  -29.91765238]","[-100.38524948  -54.63936985   49.3914211   -75.07174428  -61.42233149
 -115.78623266   11.10116297  -87.27185805  112.22248428   49.3914211
  -68.62250233  -12.66533622 -150.07847655   29.08263687   22.64559827
   15.87290056   22.77174102  -15.38694951 -180.13964847]","[ -3.66966717e+01  -4.43183911e+01  -1.16454466e+01  -1.68116678e+01
   5.66826706e+01  -8.38578440e+01  -1.20958308e+02   6.90218050e+01
  -3.49541537e+01  -2.82651769e+01  -1.80685999e+02   1.22213736e-01
  -2.97686147e+01  -5.74725968e+01  -1.61712898e+02  -9.10849565e+01
  -6.04297490e+01   1.29942690e+01  -1.04523676e+02]","[ -97.04960656 -153.24424417    0.54110518   86.97069085   86.97069085
  -66.76988555  -22.62525176   44.57591583  -90.42233907   85.43277884
 -167.8239579    -2.34891165 -121.3221588  -121.29055428   38.09049756
   22.29008781 -127.15256568  -69.12915139   14.43548017]","[ 119.99495786   14.74364673 -113.85265004   -0.8918808   -58.56276757
 -154.89850405  -80.44238321  -67.15105619  -95.41038591    7.99694957
 -133.79814905 -120.48116831 -173.18633783  -26.18998157 -119.5697551
  -58.56276757 -141.01100816 -108.13632807  -47.87479073]","[-163.0202586   -98.36219376  -50.15578177  -11.71669635 -235.65624403
  105.70629628 -125.76346666  -70.35889998  -26.88209648  -52.65045263
  -92.74498919 -105.98041356   39.43738086  -88.24939196 -210.60278053
 -104.71384443 -122.41777572 -132.19592747  -77.13787088]"
"[-135.4550467    34.14364345  -40.69879264   59.0732002    59.0732002
  -40.29891903 -135.4550467    34.14364345 -135.4550467    34.14364345
   59.0732002   -40.29891903  -40.69879264   59.0732002   -40.29891903
 -135.4550467  -135.4550467    59.0732002   -40.29891903]","[ -66.58998308  -14.33800048  -66.58998308   13.87753606  -19.2299553
  -33.94416561 -171.19819334   63.54180303   -6.93163975  -44.83202276
  -68.02158359    5.69072245  -89.47287334   68.23756742  -20.09442099
   -7.63697416 -200.76770582 -103.16904658    4.60929889]","[-144.90522942 -121.51684553  -11.24751845 -187.06786737 -148.80382334
  -47.65532206 -116.08900949 -180.89167683 -217.25932967 -167.86773535
 -179.68152791  -35.57079972 -117.42572903 -101.69908302  -94.06124514
  -26.86300653  -35.57079972   38.6493022 ]","[ -36.96250518  -33.66932019   -9.05319184  100.54907882   -3.262439
 -156.00937371   36.93350934 -122.66243576  -51.87954113  -24.13063884
   11.50719773  -38.52322089 -126.00379216 -109.96414624  -39.7974606
   -7.71324962 -107.51725257    2.91036063  -84.15193764]","[ -77.85085534   76.82477803  -32.33184437   75.58722325 -197.21036898
  -32.43733546    5.19793526 -173.46224863  -47.51936134  -32.33184437
   53.26906042  -72.1594628  -192.31563496   85.75520834 -106.26807936
  -48.82506864  -12.93157898  -90.45197297   25.71239064]","[  21.13209139 -145.43963549  -46.15692884  -84.12077545  115.3316928
   18.04290699 -112.67924603   38.55893761 -199.22969616  -43.60346349
  -51.30580118  -21.23248988 -256.26089739   -4.77184056 -133.76249535
  -99.86501134  -33.9905628   -84.49537165 -192.08743858]","[ -55.65705194   56.31398735 -105.02259525 -105.92524715  -54.65509078
  -30.25367181   29.77841088 -125.91683689   -3.56195249  -30.13519898
    8.5293796  -160.23001957   -9.51257477   13.37047762   46.44674241
   47.52280981 -172.03636899  -34.55636186  -13.16776412]"
"[ -23.54875811   44.85795625   -5.78567055  100.72426349  100.72426349
  -23.54875811  100.72426349  -23.54875811   44.85795625  -50.98530806
  -23.54875811   44.85795625   44.85795625  -50.98530806   -5.78567055
  100.72426349   44.85795625  100.72426349  -23.54875811]","[  29.84729549  -33.85798768 -119.38821521   45.62130737  -30.79466468
   35.81835613  -26.34744991  -76.39554313   -4.28132319   55.34019742
  -77.47516056  -31.61650513 -184.08809198   20.97074272  108.32184309
  -64.67861257  220.25896342 -149.13736135  -62.26206719]","[ -11.53169169 -176.99359536  -52.08519172 -184.64908876  -40.83507089
  -62.66384231 -184.64908876  -27.32262465 -228.86760806    0.59062647
 -101.69098964 -124.6807257  -105.95975835  -22.34017989   30.42475022
 -104.85500549   14.17522342  -78.22184151   36.79173486]","[-110.58462408  -88.29699173 -120.24833246   -0.84257662 -111.73740447
 -127.80392645  -65.30675159 -138.76363399  -18.97261164 -134.80747005
   44.70054756  -85.10515109 -114.29867415  -80.25118594 -130.00598459
  -73.70546447  -60.51815954  -46.15885476  -65.57772055]","[-170.13420189 -306.89723294  -34.55826203  -88.13033763    0.7835168
  -58.36288444  -70.68056989   37.17023915 -163.57629933  108.93224612
  -58.36288444  -47.2554206  -233.11891447 -134.28150852  -83.02260365
  -33.12874474 -113.26296503  -29.10010092 -195.43661542]","[-110.15396542  -49.93880973 -155.24859537  -50.37441637  -78.10205471
  140.44702261 -172.22019125   22.12305767  -94.80380389 -217.89389005
   54.75620405   31.64520222 -109.98270665 -106.12862652 -100.78711904
    7.07012852  -82.89818808 -157.26882801  -68.50492785]","[-143.6126164   -59.622329     79.73269843   22.7678422  -242.5451569
  -51.83884097  -75.95581226  -44.62310604   39.20702216  -66.24452635
 -108.48947864 -150.40383519   73.57427454   -6.07089544 -114.18339711
  117.46566899 -114.88367079   -6.63614991   21.45907189]"
"[ -51.54502006  -19.10018505 -122.20831483  -51.54502006  -51.54502006
  -19.10018505  128.95130888 -122.20831483 -122.20831483  -51.54502006
  128.95130888 -122.20831483 -122.20831483  -19.10018505  -92.88001989
  -19.10018505  -92.88001989  -51.54502006  -19.10018505]","[  78.71149082   40.06127184   22.46853411  -93.21882509  -84.24622163
  -51.86804423  -91.45548535  -67.20387183  -44.65349043   71.99202335
   13.21132613   -0.52293413 -109.95950107  -86.35885524 -124.83003568
  -85.8908884   -74.03335325   -0.45819519 -243.13733793]","[  -6.1845216   -94.93584054  -17.56954197   16.16008287 -149.29182168
   98.38267869   32.57087973  -95.22766577  -29.11204225  -89.33984225
  -17.73814901  -61.96162988 -110.93131695 -144.33638261   44.98169603
 -116.24766372   64.12119177  -81.85688658  -74.81137014]","[ -27.95243628  -46.46316682    0.61896318    1.8517403  -102.98120321
  -80.35614143  -59.25778143  -63.6443097  -147.06386332   47.71003839
 -150.33464925   28.05961212   70.0643916   -67.90478779 -138.36751401
 -145.8219757   -92.6673888    66.21901376   30.50758898]","[ -45.48677917  -70.91185276 -145.76653196   50.9029948  -122.71435032
 -105.09542183  -53.14820959  -18.80543946   17.0360141   -50.76141883
 -126.80900937   92.0919074    -7.82883811  -37.5610305     4.97291284
  -75.27803637 -157.73372489 -222.73672975  -18.80543946]","[ -97.76868031   -2.02991587 -112.09962797  -97.76868031 -177.06367401
  -88.36462674  -71.39242733 -135.41443217   16.85113003  -26.22101141
   16.7629847    28.39698629 -166.47462199  -33.83571702   32.97458506
 -105.96767018  -74.17267525   13.53142148  -59.08488689]","[ -37.57346469   32.02782963  -93.86763758  -17.43512084   31.05436053
   72.11819268 -136.34485106  -46.05001887 -101.33782426  -24.5761593
  -46.08568986 -105.51709072  -58.05869047 -157.15139641   65.93167499
 -274.6772047   -67.85255237   62.23840179  -79.58464023]"
"[-176.66373474 -160.08968747 -176.66373474 -160.08968747    9.10349296
 -120.38098053 -120.38098053   82.77291068 -160.08968747    9.10349296
 -176.66373474 -160.08968747    9.10349296 -120.38098053 -160.08968747
    9.10349296 -120.38098053   82.77291068    9.10349296]","[  35.40583094  -72.80263027  -26.8715496   -24.10571537   94.85057995
   47.90799374   10.57743335    1.99857068   53.72763584  -44.86334511
  -18.95789327  101.84197223  108.65910642 -102.57534748   -2.79517421
   66.80797039   32.48118859 -143.710708    145.02277732]","[ -41.62363199   56.23165714 -135.4167211   -73.52764066  -94.27906431
 -101.49399202 -112.61064785   77.21539649  -44.5010802  -127.93896831
 -163.59247826  -81.79158687   15.91706312  -30.97317626   12.90438598
   31.08280249   12.66491635 -151.90781388  -97.86959273]","[   8.44391024 -172.99184253 -207.39680146  -83.017308    -25.1914043
   23.68304886  -79.39308821  -28.22730741 -187.43470488  -71.40379924
  -26.43136732  -77.97297487 -210.06363978 -181.12526227  -65.04867527
  -32.37562205 -144.86655972  -27.48928541  -25.94077291]","[ -96.20365547  -54.75506541 -259.26683884 -101.06813155 -173.06901722
   61.36076172   -7.38928715 -194.69462812 -136.86396634 -284.08935071
 -145.7491225   -69.37820899  -79.69708852  -70.92873516 -194.69462812
 -157.47667657 -142.37930798  -99.25708563   27.82216806]","[-104.42033119   31.75801871  -96.08666697 -118.07384447 -101.65555171
  126.36845605  -77.6190352    29.95831119   30.29322857  -67.44283045
   27.8436957    13.78430061   14.72201581    3.63772419 -165.81361494
 -118.07384447 -105.46961766  -16.10288562   -0.53505658]","[  21.20346945   32.9135805   -89.55874899   57.94073163   29.42944575
  -24.23888319 -167.55638377   31.40409124  -73.82513903  -74.82177948
  120.88441698   26.17589714  -49.51048007   69.42977353  -10.22973839
  -31.45286055   58.15369679 -197.82634416 -133.20420308]"
"[-103.02528334  -21.477836    -21.477836    105.76180506 -103.02528334
  -21.477836   -103.02528334  -21.477836   -235.94076993   79.93177287
  -21.477836   -235.94076993  105.76180506 -235.94076993  105.76180506
 -235.94076993  -21.477836    105.76180506]","[ -1.10865537e+02  -8.74398977e+01  -1.65542842e+02  -1.83808937e-01
  -7.65156075e+01  -1.40022776e+02  -4.00476050e+00  -9.10854699e+01
  -1.11378978e+02  -8.22583911e+01  -9.44961779e+01  -1.97050491e+02
  -1.67538973e+02  -1.98696918e+02  -1.06728314e+02  -3.75198364e+01
  -1.93481015e+01  -4.79152126e+01  -1.24126818e+02]","[-175.92637264   33.84532446   14.7583863  -136.31238601   -6.05031048
  -53.806365     78.30080924   95.85283156  -39.98200261 -215.07238119
  -56.11751984 -133.47266748  -31.21834291   56.25920313  -96.75259863
 -199.42460263  -81.61887788 -218.6238172  -127.75804705]","[ -76.2294272   -79.25703997  -45.17317694  -52.80671537  -66.30998725
  104.3984479    -6.60693558  -95.09783044   37.26193229 -122.79362898
  -83.42583476   -4.57096692 -278.0243466   -44.05192507 -130.10372231
   -4.49041033   48.51013415 -151.2951181    16.09745528]","[-109.55531621  -81.0376203   -58.7701727   -22.19018955   42.1494181
  -40.43743803 -101.26544475 -100.25826251 -297.51133351  -41.98497483
 -163.7182685   -83.69378429    0.68563566   61.51800679    6.17705949
  -22.1194149   -72.19891008  -41.98497483   19.807299  ]","[ -37.52349563   64.05674183  -16.83869954  -28.62173611  -81.78810473
  -11.0882336   -43.6460816   -47.9303013   -36.17983817 -137.10423942
  -74.95436385  -62.04780067 -122.04030766  -35.52639473    8.46158797
  -52.36471872  -62.20082116  -52.46334043]","[ -14.17100246  -46.33267711  -11.37136897 -108.77302977  -94.52437805
  -71.99546846  -52.59542315   26.36348812 -187.90669911 -141.06278826
   44.34441021    2.58217092    5.73599121  -61.96615199 -137.99223538
 -132.78260231 -180.8565663   -51.48717618 -138.46705304]"
"[ -98.67841864   35.65472795 -176.85870876  117.14128583 -176.85870876
  117.14128583  -98.67841864   35.65472795 -176.85870876  117.14128583
  -98.67841864   35.65472795  -98.67841864   35.65472795  117.14128583
   35.65472795 -176.85870876   35.65472795 -176.85870876]","[ -47.39288721 -175.21305122   68.2816539   -73.61936793  -51.03252198
  -30.60041193   58.099489     73.71810373  -40.635583    -78.24387722
 -137.2656212   105.4332069  -122.86879082  -23.35122352   56.2112853
 -214.07015155  -30.89035418   -1.49268979  -35.25064691]","[ -70.05629587  -82.98434783   53.2443098  -172.97601595  -48.98974056
  -59.79767023  -28.6376094   -70.76300507  -58.42637623    3.1582634
 -163.73207741  -33.23066546  -36.38229326  -49.86065751  -60.2943814
  -89.84114569 -230.52534864  -44.09326717 -186.40668087]","[-102.31994497  101.29333631 -141.37690287   -3.94993677 -124.09805808
    0.51519834   47.03065435 -117.49462305 -115.03498514  -16.9660769
 -132.92997819  -34.05780555    3.93950657 -113.92165651  118.75577209
 -100.2700811  -109.38773887 -100.77090134 -106.13789338]","[ -66.76098468   69.45457079 -187.84633008   19.18287443 -114.25964349
  -25.82843544   41.57469221 -115.78823178  -46.504459   -169.36065089
  -96.97041212 -146.144458      5.92376068  -36.80085302  -36.80085302
    2.46159437    7.0875284   -37.93199033 -168.64998598]","[ -66.69541633   17.33247147  -87.86248899 -239.38342354   24.77290003
   99.55907106   48.27256215 -273.80725461 -103.09270567  -49.73575051
  103.82231741   16.46253656  -45.66241285 -102.76748386  -64.10490433
   71.84639213   23.57443959 -131.29896487  -54.56954464]","[  -1.08827489  -14.67883809 -151.52492874 -116.06959922 -144.71377416
  -42.25631622 -137.10605836  -59.22576875  -14.89400328   14.08299342
  -17.95328483  -52.63362598 -101.79631175   -4.78154872   43.33630363
    3.48477597   76.22780278   54.06084862  -20.3497247 ]"
"[-106.4405881  -137.65055715    9.30476818 -106.4405881    -8.35781111
    9.30476818 -106.4405881  -137.65055715    9.30476818 -106.4405881
   -8.35781111    9.30476818   -8.35781111    9.30476818 -106.4405881
 -137.65055715 -106.4405881    -8.35781111    9.30476818]","[-156.16752399 -101.58284975  -84.09542112 -123.94936255   46.47780454
   21.56699327  -66.23834675  -78.45512669 -147.74873563  -42.946293
  -72.01389324   44.29250469  -30.61925103  131.7499346   -65.2528664
  -68.2370659    37.70482183  134.30431938  -65.58595944]","[ -27.99274509  -74.34919916  -61.26397222  -77.77450361   95.43009399
   96.7912872  -105.54241479  -13.11223031   -8.65420686   -6.83726711
  -89.8157349  -153.74290977 -232.41766157  131.78310499  -96.18651303
  -62.21990408  -27.99274509 -121.45443716  -77.83717858]","[-109.24977827 -103.70577299   69.12335572    4.79225778  -49.05658943
  -34.4941704   -88.48972315  -94.02271187    7.22132219 -102.84634992
 -180.88302912  -78.68971772 -113.75004124   -5.8773225    20.73692162
   31.91182192  -38.4799114  -120.46730732]","[-165.52259028 -115.66818955 -165.52259028 -115.66818955 -254.26180095
  -78.63379095   44.97075451   46.61129416   78.32444974  -74.58760727
    7.58271751   -5.43897218 -106.28909685 -135.20436657  -25.59157593
  -77.41793024  -92.10906067   79.0836402   -33.54567407]","[-139.88884172  -87.05053975   -3.25959301  -90.34438415  -65.7428813
  -65.77950098  -57.6430457   -28.72036432  -78.70726473  -57.62419663
   23.90911741  -62.12907935  -76.52546602 -103.76352651  -45.98255991
  -13.8194074     3.31397747  -50.84810738  -15.28733252]","[-146.7567115  -149.58271411  -84.89770793   12.66477538  -48.60643848
  -67.70817211  -37.83817102 -190.43519583   -8.37315974  -94.66454398
  -17.98413381    6.81530723 -291.80763243  -56.73156116 -115.18926138
  -39.02212034  -44.10139876 -129.30489355  -60.3021633 ]"
"[ 128.03503902   81.91411069   81.91411069 -157.18107064  -24.42318187
  128.03503902   81.91411069 -157.18107064  128.03503902   81.91411069
  -24.42318187  128.03503902  128.03503902   81.91411069  -24.42318187
   81.91411069 -157.18107064  -24.42318187  128.03503902]","[ -28.19013154 -107.69660778  -74.51063044  -72.93099367 -181.78604726
 -135.37052439 -101.92809219 -109.77322139 -159.48325238  -37.12968656
  -37.73900094  -78.35950863 -119.70400781  -19.71928794 -111.6752763
  -42.61770325  -93.71743607   -0.76865489   23.24404795]","[  22.29746624   53.36838942  -86.12706332  -78.36814872 -112.17990631
  -30.85268951  -23.02962624  108.7092405   -61.32910048 -161.51003909
  -72.14019325 -158.84414654  -37.93906015 -117.19104964  -54.92968684
  -54.92968684 -111.31759362 -152.6541752   -54.00552887]","[-110.23417179   -6.93062505  -96.6293876   138.04713233 -160.34944642
 -160.73146848 -177.31330294   14.32797693  146.44248016 -118.01544416
   -3.32191566  -16.23269054   53.71616576   22.02808971   71.44030631
   -9.86293059  -63.3751345   -80.41268611]","[  11.11209702   -4.37110314  -98.87469407   51.12085126 -209.69460607
   22.69747818  -24.33106514 -135.61869538 -110.47451491   11.91678958
   42.36042465   91.99642182 -210.03745962 -171.92328557   58.29347913
 -103.30891597 -209.69460607   22.69747818  -32.41083756]","[   6.7542312   -60.86926443  -69.83721737   58.21195637  -70.32685854
 -130.29484475  -85.18495657 -155.46156222  -21.74178995  -31.23048401
  -88.00813775  -38.0278303    36.99647962   -2.76740681 -199.47721253
  -10.1800738    43.92624877   -2.12705447 -139.02959392]","[ -93.86279234  -32.9624214    56.959334    -74.01179725 -123.83285022
   21.22230689 -167.30136257  -15.56015705 -110.28010206    0.95371715
  -22.32890816  -54.43943876  -24.18344824   16.28555738 -117.15752471
 -105.09470132  -85.24126907  -85.82248569  -18.90763365]"
"[  62.31678414 -104.01444598  -42.07831579   51.49978569  -89.72586268
  -42.07831579 -104.01444598  -89.72586268  -89.72586268  -42.07831579
  -42.07831579   51.49978569 -104.01444598 -104.01444598  -89.72586268
  -89.72586268  -42.07831579  -42.07831579   51.49978569]","[ -22.3869913    -9.20237084   46.51141772  -94.52913728 -130.07589484
   93.51930115   31.65735462  -48.75510813  -79.13752125 -132.255496
   23.64175714  -62.93257107   38.94527105   30.68716414  -54.18481782
  -36.10172526   -8.27109182  -89.14277436  -35.66433068]","[  40.14714951 -153.6358529   -74.65338294  -51.19598063  -55.62965181
 -129.58617439  -21.60090082 -160.24429539   33.43763393  -13.86162237
   49.47544274 -113.01241124    2.68004189   -6.02383696   30.09618978
  -88.27307943  -86.72773517  -21.60090082  -71.75675529]","[  77.26623118  -11.8560687    24.77684484   14.9854948   165.37710589
   71.94035322 -117.96198778   12.69456812  -90.98949913  -49.0922097
  -90.05998906  115.58719264   63.89550079  -57.19011533 -158.3416626
   -9.06228853 -129.13319838  -86.83132152   -3.83331674]","[ 132.70432259  -75.8099024   -27.47310229  -64.03263185   69.66533836
   39.11517532   69.66533836   39.11517532   21.48327181  -34.29248486
  -41.28087147   70.08030561   20.22333194   36.51412558 -162.11817063
  -33.12357668  -34.92372676  -62.65398781 -226.47690115]","[ -92.28902324  -68.73691574 -114.15262614  -15.55439005   58.96316639
  -41.13836696  -69.52353855  -99.9500648    64.55116485    4.15641988
    2.36734093 -246.04904172   -0.79395298   -9.73430105   88.87070546
 -109.36568115    2.38470822  -46.41139326  -11.31508942]","[-148.7081538  -162.61196589  -45.50586979  -54.54870626  -58.29778328
 -280.72413836  -76.03817876   -5.85814516  -38.36198083  -75.92505912
  -21.96040534  -25.90760039   33.39897365 -182.24229188  -51.28813823
   11.4555656    13.55305617   20.13112541 -231.18416718]"
"[  27.54345608   44.99028754 -138.42629233   27.54345608  -49.40563419
 -119.84884617   44.99028754  -49.40563419  -49.40563419 -119.84884617
   27.54345608   44.99028754   44.99028754  -49.40563419   44.99028754
  -49.40563419 -138.42629233  -49.40563419 -119.84884617]","[ -77.42238832  -52.99440278  -73.50458776 -175.23782867  -93.52085887
  -55.10616848 -142.55887482 -173.23681754  -66.98228217 -132.65701828
   58.51609347  -78.39119534 -175.81966252    3.72070398  -41.19542306
   22.55836971 -117.2110729   -70.2074973    35.87698346]","[  -4.6867628   -32.59225373  -23.5518974  -212.18398617   66.90613986
   47.5138924   -78.19748295  -90.94449008 -157.59940347  119.42021411
  132.31698688    8.19127579  -95.43037782 -143.24276767    9.29922087
  -36.69396497 -137.51027608  -62.02724459 -212.18398617]","[ -10.45734397  -27.10939217 -101.64300598 -126.53706549  -39.91418015
    5.70078707   86.98217927  -90.74696751 -133.75075098  -73.59685688
   27.75216806   68.70987174   34.12718759 -102.28008401   43.41137653
 -116.89755065   16.82156131  -24.23326817  -93.70306005]","[ -76.13555847   -8.71308447 -145.77791405  -29.95649451  -59.79418453
  -78.67278788   15.3276914  -160.17569848   63.45364987 -113.911512
 -158.23769984   -5.95471529  -41.80758333  -65.21197899    9.96430601
   81.64753884  -51.43307793   15.3276914   -42.62814855]","[ 102.94889912   44.39444934   -2.39596658  -23.85573825   55.58438479
 -176.66922525   65.60473058  -22.36103036 -139.5086031   -82.69942971
 -118.62060965   52.87701667 -251.94400941   34.42735394   50.44421187
    3.06390312   19.11619467  -17.70139179   69.02216435]","[   9.16791517 -215.03675978  -47.65674477 -107.46212834 -186.00495357
   -3.46404731 -133.73357516  -41.98417769 -129.13073157   -4.17590856
  -89.09463737  -37.29600862   -1.73553303 -143.57715104    0.30559413
 -108.43341625  -62.05427757  -11.67133352 -101.48357729]"
"[ -30.51385619   54.71417263   -4.0121886    26.78242663   26.78242663
  -30.51385619   -4.0121886    26.78242663 -137.21029353   89.28905464
   -4.0121886   -30.51385619   54.71417263   26.78242663  -30.51385619
  -30.51385619   54.71417263   26.78242663  -30.51385619]","[ -76.00188743  -25.16562693  -99.67168984   14.3771967   -11.07432647
  -39.86066514  -66.91901262  114.49305686  114.36529942  -52.818106
  -52.86229732  -60.11094789 -103.84147607   57.55908401 -132.69119841
   44.01892937 -182.19985034 -187.83652365  -20.99109991]","[ 173.56361968   88.97023809  106.06390544    7.2771309   -79.04185396
  -41.82335425 -222.56861941  -20.08567146   30.04483653   31.32079751
   33.22451688 -120.33753921   39.15891646 -127.3673213    44.54120093
  160.52583126   15.57652455   -0.52951986  -72.78664319]","[ 124.69444744   -9.86968833  -24.01112305 -107.96774146 -169.07960733
   53.6833744    28.34492748  -72.71779235 -143.99937842 -148.56948697
   37.44615905  -21.35875735 -110.09352835  -41.17030742 -128.86383321
  -16.13430532   54.15364465  -90.98101762   71.81835949]","[ -86.29713589   36.84806635  -99.32500739   32.71770588   14.6622891
  -46.2698393    51.25094301  -80.02462249   36.84806635  -77.25030136
 -152.43220761 -130.60667488  -17.38930096  -11.47148775    0.17719203
  -51.67398322  -81.64658139 -113.13572408 -141.23845338]","[ -53.7924272  -179.17110581  -23.6107692  -111.36787697   60.61851045
  -50.25409765   83.32791194  -21.46853842   64.28018353  -41.1764066
  -83.83914157 -142.68563459    6.34000869 -118.14705547  -57.83297934
  -26.34445748   -4.58959907  -43.80273704  -13.9635459 ]","[  75.17770524  -38.10074408   31.11497095  -92.64702028  -11.59698738
   69.58767353  -80.37520872  -60.11708502   10.08092775 -169.79991492
  -68.9692974  -195.31535274  -19.40098645  -14.40923637  -49.48234467
   36.24996971  -35.53274609  -60.84746456  -21.60786803]"
