policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.11670579 -0.26717815  0.19568073 ...,  0.03299999  0.02899999 -0.043     ]","[ 0.06339466  0.01606174 -0.08881205 ..., -0.0155     -0.02650001
 -0.02349998]","[ 0.25808692  0.15353726  0.05307438 ...,  0.005      -0.024       0.05099999]","[ 0.35197114  0.01603719 -0.34709274 ..., -0.014      -0.02        0.019     ]","[-0.09801151 -0.26595625 -0.00753534 ...,  0.027      -0.062      -0.005     ]","[ 0.04450436 -0.3190791  -0.11550975 ..., -0.00450005 -0.0185     -0.0115    ]","[-0.07846848  0.01403607  0.35160681 ..., -0.005      -0.011      -0.052     ]","[ 0.11282046  0.31071582  0.27218856 ...,  0.00350001  0.0135     -0.0095    ]","[-0.25504336  0.30031417  0.07557168 ...,  0.008       0.012       0.038     ]","[ 0.07516255  0.10504297  0.08298948 ...,  0.00600001 -0.034      -0.035     ]"
"[-0.11720579 -0.26867815  0.19718073 ...,  0.03249999  0.03049999 -0.0435    ]","[ 0.06239466  0.01706174 -0.08981205 ..., -0.0175     -0.02650001
 -0.02149998]","[ 0.25658692  0.15203726  0.05257438 ...,  0.0045     -0.0235      0.05049999]","[ 0.35097114  0.01703719 -0.34509274 ..., -0.015      -0.02        0.019     ]","[-0.09701151 -0.26495625 -0.00853534 ...,  0.026      -0.063      -0.006     ]","[ 0.04600436 -0.3205791  -0.11400975 ..., -0.00500005 -0.02       -0.009     ]","[-0.07796848  0.01453607  0.35110681 ..., -0.0055     -0.0105     -0.0515    ]","[ 0.11232046  0.31021583  0.27268856 ...,  0.00500001  0.013      -0.01      ]","[-0.25354336  0.30081417  0.07607168 ...,  0.0065      0.0105      0.0375    ]","[ 0.07566255  0.10354297  0.08348948 ...,  0.00550001 -0.0355     -0.0365    ]"
"[-0.11570579 -0.27017815  0.19868073 ...,  0.03399999  0.03199999 -0.045     ]","[ 0.06089466  0.01956121 -0.08831205 ..., -0.019      -0.02400001
 -0.02399998]","[ 0.25408692  0.14853726  0.05407438 ...,  0.008      -0.026       0.04899999]","[ 0.34997114  0.01603719 -0.34409274 ..., -0.016      -0.021       0.018     ]","[-0.09751151 -0.26445625 -0.00903534 ...,  0.0255     -0.0655     -0.0075    ]","[ 0.04300436 -0.3215791  -0.11500975 ..., -0.00400005 -0.019      -0.009     ]","[-0.07996848  0.01253607  0.34910681 ..., -0.0035     -0.0115     -0.0535    ]","[ 0.11132046  0.30921583  0.27368856 ...,  0.00400001  0.012      -0.011     ]","[-0.25404336  0.30031417  0.07557168 ...,  0.007       0.011       0.041     ]","[ 0.07516255  0.10304297  0.08298948 ...,  0.00500001 -0.035      -0.036     ]"
"[-0.11470579 -0.27217815  0.19968073 ...,  0.03099999  0.03399999 -0.048     ]","[ 0.06139466  0.02006121 -0.08781205 ..., -0.0195     -0.02450001
 -0.02449998]","[ 0.25308692  0.14953726  0.05507437 ...,  0.009      -0.027       0.04799999]","[ 0.34997114  0.01603719 -0.34409274 ..., -0.015      -0.023       0.015     ]","[-0.09701151 -0.26295625 -0.00953534 ...,  0.024      -0.065      -0.007     ]","[ 0.04250436 -0.3210791  -0.11450975 ..., -0.00450005 -0.0195     -0.0095    ]","[-0.07846848  0.01403607  0.35060681 ..., -0.005      -0.01       -0.054     ]","[ 0.11082046  0.30971583  0.27318856 ...,  0.00350001  0.0125     -0.0115    ]","[-0.25504336  0.30131417  0.07457168 ...,  0.007       0.011       0.043     ]","[ 0.07616255  0.10204297  0.08298948 ...,  0.00500001 -0.035      -0.035     ]"
"[-0.11520579 -0.27367815  0.19818073 ...,  0.03249999  0.03549999 -0.0495    ]","[ 0.05789466  0.01956121 -0.08831205 ..., -0.019      -0.02400001
 -0.02499998]","[ 0.25258692  0.14903726  0.05557437 ...,  0.0095     -0.0265      0.04749999]","[ 0.34947114  0.01553719 -0.34359274 ..., -0.0155     -0.0235      0.0155    ]","[-0.09551151 -0.26245625 -0.01103534 ...,  0.0255     -0.0635     -0.0055    ]","[ 0.04100436 -0.3245791  -0.11200975 ..., -0.00700005 -0.018      -0.005     ]","[-0.07946848  0.01303607  0.34860683 ..., -0.004      -0.008      -0.055     ]","[ 0.11032046  0.30821583  0.27468855 ...,  0.00400001  0.011      -0.013     ]","[-0.25404336  0.30231417  0.07257168 ...,  0.009       0.012       0.044     ]","[ 0.07716255  0.10404297  0.08498948 ...,  0.00400001 -0.033      -0.034     ]"
"[-0.11720579 -0.27567815  0.20018073 ...,  0.03349999  0.03649999 -0.0495    ]","[ 0.05939466  0.01906121 -0.08681205 ..., -0.0195     -0.02550001
 -0.02349998]","[ 0.25458692  0.15003726  0.05657437 ...,  0.0085     -0.0255      0.04549999]","[ 0.35097114  0.01703719 -0.34409274 ..., -0.014      -0.023       0.015     ]","[-0.09401151 -0.26195625 -0.01053534 ...,  0.024      -0.062      -0.004     ]","[ 0.04150436 -0.3260791  -0.11150975 ..., -0.00750005 -0.0165     -0.0035    ]","[-0.08096848  0.01153607  0.34810683 ..., -0.0025     -0.0065     -0.0565    ]","[ 0.10882046  0.30771583  0.27518855 ...,  0.00550001  0.0105     -0.0125    ]","[-0.25204336  0.30231417  0.07257168 ...,  0.009       0.013       0.044     ]","[ 0.07716255  0.10504297  0.08498948 ...,  0.00400001 -0.032      -0.034     ]"
"[-0.11770579 -0.27617815  0.20068073 ...,  0.03499999  0.03799999 -0.051     ]","[ 0.05989466  0.01956121 -0.08831205 ..., -0.02       -0.02600001
 -0.02199998]","[ 0.25158692  0.15003726  0.05657437 ...,  0.0085     -0.0235      0.04249999]","[ 0.35047114  0.01453719 -0.34559274 ..., -0.0115     -0.0245      0.0145    ]","[-0.09401151 -0.26095625 -0.01053534 ...,  0.025      -0.062      -0.003     ]","[ 0.04150436 -0.3250791  -0.10950975 ..., -0.00950005 -0.0195     -0.0045    ]","[-0.08246848  0.01003607  0.34760683 ..., -0.004      -0.008      -0.058     ]","[ 0.10832046  0.30621583  0.27568855 ...,  0.00500001  0.007      -0.014     ]","[-0.25304336  0.30031417  0.07457168 ...,  0.01        0.012       0.044     ]","[ 0.07566255  0.10554297  0.08248948 ...,  0.00150001 -0.0325     -0.0315    ]"
"[-0.11870579 -0.27617815  0.20068073 ...,  0.03399999  0.04099999 -0.053     ]","[ 0.05889466  0.01856121 -0.08931205 ..., -0.021      -0.02700001
 -0.02299998]","[ 0.25108692  0.15153725  0.05607437 ...,  0.01       -0.024       0.04199999]","[ 0.35197114  0.01403719 -0.34709274 ..., -0.011      -0.025       0.015     ]","[-0.09401151 -0.26095625 -0.00953534 ...,  0.023      -0.062      -0.004     ]","[ 0.04000436 -0.3245791  -0.11000975 ..., -0.00800005 -0.021      -0.004     ]","[-0.08396848  0.00853607  0.34810683 ..., -0.0025     -0.0065     -0.0595    ]","[ 0.10732046  0.30521583  0.27668855 ...,  0.00400001  0.008      -0.015     ]","[-0.25454336  0.29981417  0.07607168 ...,  0.0115      0.0135      0.0455    ]","[ 0.07616255  0.10504297  0.08398948 ...,  0.00300001 -0.031      -0.032     ]"
"[-0.11970579 -0.27817815  0.20268073 ...,  0.03299999  0.04399999 -0.053     ]","[ 0.05889466  0.01856121 -0.08931205 ..., -0.021      -0.02700001
 -0.02299998]","[ 0.25208692  0.15253725  0.05707437 ...,  0.009      -0.026       0.04299999]","[ 0.35147114  0.01153719 -0.34659274 ..., -0.0085     -0.0235      0.0145    ]","[-0.09451151 -0.25945625 -0.00903534 ...,  0.0225     -0.0605     -0.0025    ]","[ 0.03900436 -0.3245791  -0.11100975 ..., -0.00700005 -0.022      -0.003     ]","[-0.08546848  0.00703607  0.34660683 ..., -0.001      -0.005      -0.06      ]","[ 0.10632046  0.30421583  0.27768855 ...,  0.00400001  0.009      -0.016     ]","[-0.25604336  0.29931417  0.07657168 ...,  0.013       0.015       0.047     ]","[ 0.07716255  0.10504297  0.08498948 ...,  0.00500001 -0.031      -0.031     ]"
"[-0.11970579 -0.27617815  0.20068073 ...,  0.03199999  0.04499999 -0.054     ]","[ 0.05839466  0.02006121 -0.09081205 ..., -0.0205     -0.02650001
 -0.02449998]","[ 0.25358692  0.15203725  0.05757437 ...,  0.0085     -0.0275      0.04249999]","[ 0.35197114  0.01003719 -0.34709274 ..., -0.007      -0.025       0.015     ]","[-0.09401151 -0.25895625 -0.00953534 ...,  0.022      -0.059      -0.002     ]","[ 0.04000436 -0.3265791  -0.10700975 ..., -0.01000005 -0.024      -0.001     ]","[-0.08596848  0.00653607  0.34610683 ..., -0.0005     -0.0045     -0.0595    ]","[ 0.10582046  0.30371585  0.27818855 ...,  0.00550001  0.0075     -0.0165    ]","[-0.25504336  0.30031417  0.07557168 ...,  0.012       0.016       0.048     ]","[ 0.07816255  0.10504297  0.08498948 ...,  0.00600001 -0.033      -0.031     ]"
"[-0.11870579 -0.27517815  0.19968073 ...,  0.03299999  0.04599999 -0.053     ]","[ 0.05639467  0.01906121 -0.09281204 ..., -0.0185     -0.02550001
 -0.02749998]","[ 0.25458692  0.15303725  0.05857437 ...,  0.0065     -0.0255      0.04049999]","[ 0.35297114  0.01103719 -0.34809274 ..., -0.008      -0.024       0.014     ]","[-0.09451151 -0.25945625 -0.01003534 ...,  0.0235     -0.0585      0.0005    ]","[  4.00043583e-02  -3.25579103e-01  -1.08009752e-01 ...,  -9.00004605e-03
  -2.59999979e-02  -2.17094585e-09]","[-0.08396848  0.00853607  0.34810683 ..., -0.0025     -0.0035     -0.0615    ]","[ 0.10632046  0.30521585  0.27768855 ...,  0.00400001  0.006      -0.018     ]","[-0.25454336  0.30081417  0.07507168 ...,  0.0115      0.0155      0.0495    ]","[ 0.07816255  0.10404297  0.08498948 ...,  0.00600001 -0.034      -0.031     ]"
"[-0.11820579 -0.27567815  0.20018073 ...,  0.03349999  0.04649999 -0.0525    ]","[ 0.05789466  0.01756121 -0.09231204 ..., -0.019      -0.02600001
 -0.02499998]","[ 0.25308692  0.15353725  0.06007437 ...,  0.007      -0.025       0.03899999]","[ 0.35347114  0.01053719 -0.34859274 ..., -0.0075     -0.0235      0.0145    ]","[-0.09601151 -0.25895625 -0.00853534 ...,  0.025      -0.058       0.001     ]","[ 0.03800436 -0.3245791  -0.11000975 ..., -0.01000005 -0.024       0.002     ]","[-0.08246848  0.01003607  0.34960683 ..., -0.004      -0.002      -0.063     ]","[ 0.10832046  0.30521585  0.27768855 ...,  0.00400001  0.005      -0.017     ]","[-0.25304336  0.29931417  0.07457168 ...,  0.011       0.014       0.05      ]","[ 0.07716255  0.10304297  0.08598948 ...,  0.00300001 -0.035      -0.032     ]"
"[-0.11520579 -0.27367815  0.19818073 ...,  0.03549999  0.04449999 -0.0505    ]","[ 0.05889466  0.01856121 -0.09131204 ..., -0.018      -0.02700001
 -0.02599998]","[ 0.25258692  0.15403725  0.06257437 ...,  0.0085     -0.0275      0.03649999]","[ 0.35547114  0.01053719 -0.34959274 ..., -0.0095     -0.0245      0.0125    ]","[-0.09651151 -0.25845625 -0.00803534 ...,  0.0245     -0.0585      0.0015    ]","[ 0.03800436 -0.3255791  -0.11100975 ..., -0.01100005 -0.024       0.003     ]","[-0.08196848  0.01053607  0.35110682 ..., -0.0045     -0.0025     -0.0615    ]","[ 0.10932046  0.30521585  0.27668855 ...,  0.00400001  0.004      -0.018     ]","[-0.25154336  0.29981417  0.07407168 ...,  0.0105      0.0135      0.0505    ]","[ 0.07716255  0.10204297  0.08698948 ...,  0.00300001 -0.034      -0.032     ]"
"[-0.11720579 -0.27267815  0.19618073 ...,  0.03449999  0.04549999 -0.0515    ]","[ 0.05889466  0.01856121 -0.09031204 ..., -0.018      -0.02700001
 -0.02599998]","[ 0.25308692  0.15453725  0.06407437 ...,  0.008      -0.027       0.03499999]","[ 0.35597114  0.01203719 -0.35009274 ..., -0.011      -0.025       0.012     ]","[-0.09401151 -0.25695625 -0.01053534 ...,  0.023      -0.058       0.003     ]","[ 0.03750436 -0.3260791  -0.11050975 ..., -0.01150005 -0.0245      0.0035    ]","[-0.08396848  0.01053607  0.34910683 ..., -0.0055     -0.0025     -0.0635    ]","[ 0.10882046  0.30571585  0.27618855 ...,  0.00350001  0.0045     -0.0185    ]","[-0.25304336  0.30031417  0.07357168 ...,  0.012       0.013       0.051     ]","[ 0.07616255  0.10004297  0.08798948 ...,  0.00100001 -0.031      -0.03      ]"
"[-0.11770579 -0.27217815  0.19668073 ...,  0.03599999  0.04399999 -0.052     ]","[ 0.05589466  0.01756121 -0.09131204 ..., -0.02       -0.02700001
 -0.02599993]","[ 0.25208692  0.15553725  0.06507437 ...,  0.009      -0.026       0.03399999]","[ 0.35797114  0.01303719 -0.35209274 ..., -0.011      -0.025       0.01      ]","[-0.09401151 -0.25595625 -0.01053534 ...,  0.025      -0.058       0.003     ]","[ 0.03950436 -0.3280791  -0.11250975 ..., -0.01050005 -0.0235      0.0035    ]","[-0.08546848  0.01003607  0.34860683 ..., -0.005      -0.003      -0.065     ]","[ 0.10932046  0.30721585  0.27468855 ...,  0.00400001  0.003      -0.018     ]","[-0.25304336  0.30131417  0.07257168 ...,  0.012       0.01        0.05      ]","[ 0.07666255  0.09954297  0.08848948 ...,  0.00150001 -0.0305     -0.0295    ]"
"[-0.11870579 -0.27217815  0.19668073 ...,  0.03599999  0.04299999 -0.051     ]","[ 0.05089466  0.01256121 -0.09331204 ..., -0.023      -0.03100001
 -0.02399993]","[ 0.25108692  0.15453725  0.06507437 ...,  0.01       -0.024       0.03199999]","[ 0.35997114  0.01303719 -0.35409274 ..., -0.013      -0.025       0.011     ]","[-0.09251151 -0.25445625 -0.01103534 ...,  0.0265     -0.0575      0.0035    ]","[ 0.03800436 -0.3265791  -0.11300975 ..., -0.01200005 -0.021       0.005     ]","[-0.08396848  0.01153607  0.35010683 ..., -0.0055     -0.0025     -0.0635    ]","[  1.12320464e-01   3.06215855e-01   2.71688555e-01 ...,   5.00000775e-03
   4.71096106e-10  -1.59999984e-02]","[-0.25354336  0.30281417  0.07107168 ...,  0.0105      0.0105      0.0505    ]","[ 0.07616255  0.09904297  0.08898948 ..., -0.00099999 -0.029      -0.032     ]"
"[-0.12070579 -0.27117815  0.19868073 ...,  0.03799999  0.04199999 -0.049     ]","[ 0.04939466  0.01206121 -0.09381204 ..., -0.0235     -0.03250001
 -0.02349993]","[ 0.24858692  0.15603725  0.06357437 ...,  0.0115     -0.0265      0.03449999]","[ 0.36097114  0.01403719 -0.35509274 ..., -0.012      -0.026       0.01      ]","[-0.09301151 -0.25295625 -0.01053534 ...,  0.025      -0.058       0.002     ]","[ 0.03900436 -0.3275791  -0.11200975 ..., -0.01500005 -0.024       0.007     ]","[-0.08246848  0.01203607  0.35160683 ..., -0.007      -0.001      -0.06      ]","[ 0.11332046  0.30721585  0.27068855 ...,  0.00600001  0.001      -0.015     ]","[-0.25554336  0.30381417  0.07007168 ...,  0.0105      0.0095      0.0495    ]","[ 0.07666255  0.09954297  0.08948948 ..., -0.00149999 -0.0295     -0.0325    ]"
"[-0.12270579 -0.27117815  0.19968073 ...,  0.03599999  0.04299999 -0.049     ]","[ 0.05039466  0.01306121 -0.09181204 ..., -0.0215     -0.03250001
 -0.02449993]","[ 0.25108692  0.15853725  0.06607437 ...,  0.012      -0.024       0.03199999]","[ 0.36047114  0.01453719 -0.35459274 ..., -0.0125     -0.0255      0.0095    ]","[-0.09451151 -0.25245625 -0.00903534 ...,  0.0245     -0.0585      0.0025    ]","[ 0.03700436 -0.3255791  -0.11400975 ..., -0.01500005 -0.024       0.009     ]","[-0.08296848  0.01153607  0.35210683 ..., -0.0075     -0.0025     -0.0595    ]","[ 0.11232046  0.30721585  0.27168855 ...,  0.00600001  0.002      -0.016     ]","[-0.25654336  0.30581417  0.06807168 ...,  0.0115      0.0085      0.0485    ]","[ 0.07566255  0.09954297  0.08848948 ..., -0.00149999 -0.0285     -0.0335    ]"
"[-0.12170579 -0.27017815  0.20068073 ...,  0.03499999  0.04199999 -0.05      ]","[ 0.05089466  0.01456121 -0.09031204 ..., -0.02       -0.03100001
 -0.02599993]","[ 0.25008693  0.15753725  0.06707437 ...,  0.013      -0.023       0.03099999]","[ 0.36097114  0.01303719 -0.35509274 ..., -0.013      -0.023       0.008     ]","[-0.09451151 -0.25045625 -0.00903534 ...,  0.0245     -0.0585      0.0045    ]","[ 0.03700436 -0.3235791  -0.11200975 ..., -0.01700005 -0.024       0.011     ]","[-0.08146848  0.01103607  0.35360683 ..., -0.009      -0.004      -0.061     ]","[ 0.11282046  0.30971585  0.27118855 ...,  0.00850001  0.0035     -0.0175    ]","[-0.25704336  0.30731417  0.06757168 ...,  0.011       0.009       0.046     ]","[ 0.07416255  0.10104297  0.08898948 ..., -0.00099999 -0.03       -0.034     ]"
"[-0.12170579 -0.27217815  0.20068073 ...,  0.03399999  0.04299999 -0.052     ]","[ 0.05139466  0.01506121 -0.08981204 ..., -0.0185     -0.03150001
 -0.02649993]","[ 0.24858693  0.15603725  0.06857437 ...,  0.0145     -0.0245      0.02949999]","[ 0.36197114  0.01303719 -0.35609274 ..., -0.014      -0.024       0.009     ]","[-0.09501151 -0.24995625 -0.00853534 ...,  0.022      -0.059       0.005     ]","[ 0.03600436 -0.3225791  -0.11200975 ..., -0.01400005 -0.025       0.012     ]","[-0.08246848  0.01003607  0.35160683 ..., -0.011      -0.003      -0.063     ]","[ 0.11432046  0.31121585  0.26968856 ...,  0.01200001  0.001      -0.019     ]","[-0.25804336  0.30631418  0.06657168 ...,  0.01        0.008       0.045     ]","[ 0.07316255  0.09904297  0.08798948 ..., -0.00199999 -0.029      -0.034     ]"
"[-0.12070579 -0.27117815  0.19968073 ...,  0.03499999  0.04199999 -0.053     ]","[ 0.05139467  0.0170612  -0.08981204 ..., -0.0165     -0.03150001
 -0.02649993]","[ 0.25008693  0.15853725  0.07007437 ...,  0.016      -0.021       0.03099999]","[ 0.36347114  0.01353719 -0.35759274 ..., -0.0145     -0.0255      0.0075    ]","[-0.09601151 -0.24995625 -0.00753534 ...,  0.022      -0.057       0.006     ]","[ 0.03700436 -0.3215791  -0.11300975 ..., -0.01300005 -0.026       0.011     ]","[-0.08296848  0.00953607  0.35110683 ..., -0.0095     -0.0035     -0.0635    ]","[ 0.11482046  0.31171585  0.26918856 ...,  0.01250001  0.0015     -0.0195    ]","[-0.25804336  0.30731418  0.06557168 ...,  0.01        0.007       0.043     ]","[ 0.07516255  0.09804297  0.08998948 ..., -0.00299999 -0.031      -0.036     ]"
"[-0.11970579 -0.27217815  0.19968073 ...,  0.03599999  0.04299999 -0.055     ]","[ 0.04989467  0.0145612  -0.09231204 ..., -0.016      -0.03000001
 -0.02699993]","[ 0.25108693  0.15953725  0.07207437 ...,  0.016      -0.02        0.03199999]","[ 0.36497114  0.01303719 -0.35909274 ..., -0.014      -0.025       0.008     ]","[-0.09501151 -0.24895625 -0.00853534 ...,  0.021      -0.056       0.007     ]","[ 0.03650436 -0.3210791  -0.11250975 ..., -0.01350005 -0.0255      0.0105    ]","[-0.08246848  0.01003607  0.35060683 ..., -0.011      -0.003      -0.062     ]","[ 0.11582046  0.31271585  0.26918856 ...,  0.01250001 -0.0005     -0.0195    ]","[-0.25804336  0.30831418  0.06457168 ...,  0.009       0.008       0.044     ]","[ 0.07466255  0.09654297  0.08948948 ..., -0.00449999 -0.0305     -0.0365    ]"
"[-0.12170579 -0.27317815  0.20068073 ...,  0.03499999  0.03999999 -0.057     ]","[ 0.05039467  0.0150612  -0.09181204 ..., -0.0165     -0.02950001
 -0.02649993]","[ 0.25008693  0.16053725  0.07307437 ...,  0.017      -0.021       0.03299999]","[ 0.36497114  0.01103719 -0.35909274 ..., -0.012      -0.027       0.006     ]","[-0.09351151 -0.24945625 -0.00903534 ...,  0.0215     -0.0545      0.0095    ]","[ 0.03600436 -0.3215791  -0.11200975 ..., -0.01400005 -0.025       0.009     ]","[-0.08446848  0.00903607  0.34960683 ..., -0.011      -0.002      -0.062     ]","[ 0.11432046  0.31221585  0.26968855 ...,  0.01400001 -0.002      -0.019     ]","[-0.25754336  0.30781418  0.06507168 ...,  0.0095      0.0095      0.0425    ]","[ 0.07416255  0.09904297  0.08798948 ..., -0.00499999 -0.033      -0.035     ]"
"[-0.12220579 -0.27367815  0.20118073 ...,  0.03449999  0.04049999 -0.0575    ]","[ 0.05239466  0.01506121 -0.09281204 ..., -0.0165     -0.02650001
 -0.02649993]","[ 0.24908693  0.16053725  0.07207437 ...,  0.016      -0.021       0.03399999]","[ 0.36397114  0.01203719 -0.35809274 ..., -0.013      -0.028       0.007     ]","[-0.09401151 -0.25095625 -0.00853534 ...,  0.023      -0.053       0.01      ]","[ 0.03800436 -0.3225791  -0.11400975 ..., -0.01600005 -0.025       0.009     ]","[ -8.44684672e-02   9.03606596e-03   3.51606830e-01 ...,  -1.30000035e-02
   3.45461012e-09  -6.19999961e-02]","[ 0.11432046  0.31121573  0.26968856 ...,  0.01400001 -0.003      -0.021     ]","[-0.25604338  0.30631418  0.06657168 ...,  0.011       0.008       0.041     ]","[ 0.07416255  0.09904297  0.08798948 ..., -0.00499999 -0.032      -0.035     ]"
"[-0.12070579 -0.27217815  0.20068073 ...,  0.03599999  0.03899999 -0.059     ]","[ 0.05489466  0.01456125 -0.09031204 ..., -0.02       -0.02600001
 -0.02899993]","[ 0.25058692  0.16003725  0.07057437 ...,  0.0185     -0.0235      0.03449999]","[ 0.36347114  0.01253719 -0.35859274 ..., -0.0135     -0.0285      0.0065    ]","[-0.09401151 -0.25095625 -0.00953534 ...,  0.022      -0.052       0.012     ]","[ 0.03950436 -0.3240791  -0.11550974 ..., -0.01650005 -0.0255      0.0095    ]","[-0.08496847  0.00853607  0.35110683 ..., -0.0125     -0.0005     -0.0625    ]","[ 0.11482046  0.31271573  0.26918856 ...,  0.01550001 -0.0035     -0.0235    ]","[-0.25454338  0.30481418  0.06807168 ...,  0.0125      0.0075      0.0425    ]","[ 0.07516255  0.09804297  0.08998947 ..., -0.00399999 -0.029      -0.033     ]"
"[-0.11970579 -0.27317815  0.20068074 ...,  0.03599999  0.03599999 -0.058     ]","[ 0.05639466  0.01406125 -0.08981204 ..., -0.0235     -0.02550001
 -0.03149993]","[ 0.25008692  0.16053725  0.06807437 ...,  0.018      -0.026       0.03399999]","[ 0.36247114  0.01353719 -0.35759274 ..., -0.0115     -0.0285      0.0055    ]","[-0.09451151 -0.25045625 -0.01003534 ...,  0.0215     -0.0525      0.0115    ]","[ 0.03900436 -0.3235791  -0.11400974 ..., -0.01700005 -0.027       0.008     ]","[-0.08546847  0.00903607  0.35060683 ..., -0.013      -0.002      -0.062     ]","[ 0.11432046  0.31221573  0.26868856 ...,  0.01600001 -0.006      -0.025     ]","[-0.25304338  0.30531418  0.06757168 ...,  0.011       0.006       0.041     ]","[ 0.07616255  0.09904297  0.08898948 ..., -0.00299999 -0.028      -0.034     ]"
"[-0.12070579 -0.27217815  0.20168074 ...,  0.03699999  0.03599999 -0.059     ]","[ 0.05689466  0.01456124 -0.08931204 ..., -0.024      -0.02600001
 -0.03299993]","[ 0.25008693  0.16253725  0.06907437 ...,  0.019      -0.025       0.03499999]","[ 0.35997114  0.01103719 -0.35609274 ..., -0.01       -0.03        0.003     ]","[-0.09501151 -0.25195625 -0.01153534 ...,  0.024      -0.052       0.015     ]","[ 0.03900436 -0.3275791  -0.11700974 ..., -0.01800005 -0.027       0.004     ]","[-0.08496847  0.01053607  0.35110683 ..., -0.0115     -0.0015     -0.0625    ]","[ 0.11432046  0.31221573  0.26768856 ...,  0.01700001 -0.008      -0.024     ]","[-0.25204338  0.30631418  0.06657168 ...,  0.01        0.006       0.042     ]","[ 0.07666255  0.09854297  0.08948948 ..., -0.00249999 -0.0285     -0.0335    ]"
"[-0.12170579 -0.27217815  0.20268074 ...,  0.03699999  0.03499999 -0.059     ]","[ 0.05689466  0.01456124 -0.08931203 ..., -0.026      -0.02700001
 -0.03499993]","[ 0.25158693  0.16303725  0.06657437 ...,  0.0185     -0.0235      0.03449999]","[ 0.36047114  0.00953719 -0.35459274 ..., -0.0085     -0.0295      0.0025    ]","[-0.09501151 -0.25395625 -0.01153534 ...,  0.024      -0.05        0.015     ]","[ 0.03850436 -0.3280791  -0.11650974 ..., -0.01850005 -0.0275      0.0035    ]","[-0.08396847  0.01153606  0.35310683 ..., -0.0125     -0.0005     -0.0625    ]","[ 0.11332046  0.31021573  0.27168855 ...,  0.01700001 -0.01       -0.025     ]","[-0.25154338  0.30781418  0.06507168 ...,  0.0085      0.0075      0.0415    ]","[ 0.07816255  0.09604297  0.09098948 ..., -0.00099999 -0.026      -0.031     ]"
"[-0.12220579 -0.27267815  0.20318074 ...,  0.03849999  0.03349999 -0.0605    ]","[ 0.05689466  0.01256124 -0.09031202 ..., -0.027      -0.02600001
 -0.03699993]","[ 0.25408692  0.16453725  0.06507437 ...,  0.017      -0.022       0.03299999]","[ 0.35997114  0.01103719 -0.35309274 ..., -0.009      -0.03        0.002     ]","[-0.09501151 -0.25495625 -0.01253534 ...,  0.025      -0.049       0.016     ]","[ 0.03700436 -0.3255791  -0.11600974 ..., -0.02000005 -0.028       0.006     ]","[-0.08346847  0.01203606  0.35360683 ..., -0.011       0.001      -0.063     ]","[ 0.11132046  0.30921573  0.27268855 ...,  0.01700001 -0.011      -0.024     ]","[-0.24904338  0.30931418  0.06457168 ...,  0.006       0.011       0.042     ]","[ 0.07766255  0.09654297  0.09048948 ..., -0.00149999 -0.0275     -0.0325    ]"
"[-0.12070579 -0.27117815  0.20168074 ...,  0.03999999  0.03299999 -0.061     ]","[ 0.05789466  0.01256124 -0.08931203 ..., -0.029      -0.02500001
 -0.03599993]","[ 0.25508692  0.16453725  0.06507437 ...,  0.016      -0.023       0.03299999]","[ 0.36097114  0.01003719 -0.35209274 ..., -0.008      -0.031       0.001     ]","[-0.09451151 -0.25645625 -0.01303534 ...,  0.0265     -0.0495      0.0145    ]","[ 0.03750436 -0.3260791  -0.11550975 ..., -0.01850005 -0.0295      0.0065    ]","[-0.08296847  0.01353606  0.35410683 ..., -0.0105      0.0015     -0.0645    ]","[ 0.11132046  0.30921573  0.27268855 ...,  0.01600001 -0.011      -0.022     ]","[-0.24904338  0.31031418  0.06357168 ...,  0.005       0.012       0.041     ]","[ 0.07666255  0.09654297  0.09148948 ..., -0.00249999 -0.0295     -0.0345    ]"
"[-0.11870579 -0.27217815  0.19968074 ...,  0.03999999  0.03299999 -0.058     ]","[ 0.05839466  0.01306124 -0.08881203 ..., -0.0295     -0.02550001
 -0.03649993]","[ 0.25708692  0.16353725  0.06607437 ...,  0.016      -0.025       0.03099999]","[  3.60971136e-01   9.03718884e-03  -3.53092736e-01 ...,  -7.00000325e-03
  -3.09999992e-02  -3.15928684e-09]","[-0.09301151 -0.25795625 -0.01453534 ...,  0.023      -0.052       0.014     ]","[ 0.03900436 -0.3275791  -0.11800974 ..., -0.01800005 -0.03        0.006     ]","[-0.08246847  0.01403606  0.35560683 ..., -0.011       0.002      -0.065     ]","[ 0.11332046  0.31121573  0.27068855 ...,  0.01600001 -0.01       -0.021     ]","[-0.24804338  0.31131418  0.06257168 ...,  0.004       0.013       0.042     ]","[ 0.07816255  0.09604297  0.09198948 ..., -0.00399999 -0.031      -0.036     ]"
